Longitude,Latitude,Country,State,Locality,Elevation,Temperature,Precipitation,Buffer_0km ,Buffer_1km,Biome,Kingdom_host,Subkingdom_host,Phylum_host,Class_host,Order_host,Family_host,Genus_host,Host_species,Authors_host,IUCN,FishBase,Site_of_infection,Parasite_habitat,Exotic_or_native,Environment,Kingdom_parasite,Subkingdom_parasite,Phylum_parasite,Class_parasite,Order_parasite,Family_parasite,Genus_parasite,Parasite_species,Authors_parasite,Stage,Reference,
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna Scammon (Ojo de Liebre),5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,"Cooper, 1864",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_sexidigita,"Martin & Steele, 1970",Larva,"Martin, E. W. & S. Multani. 1970. Some helminths of the mudsucker fish, Gillichthys mirabilis Cooper. Bulletin of the Society of California Academy of Sciences. 69(3-4): 161-168.",
-112.8675,27.175,Mexico,Baja California Sur,Oasis San Ignacio,139,21.4,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Mesentery,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.8675,27.175,Mexico,Baja California Sur,Oasis San Ignacio,139,21.4,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Coptodon,Coptodon_zillii,"(Gervais, 1848)",NA,NE,Muscle,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_felippei,"Travassos, 1928",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.8675,27.175,Mexico,Baja California Sur,Oasis San Ignacio,139,21.4,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Muscle,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.8675,27.175,Mexico,Baja California Sur,Oasis San Ignacio,139,21.4,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus_hellerii,"Heckel, 1848",LC,NA,Muscle,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna de San Ignacio,5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax_nebulifer,"(Girard, 1854)",NA,LC,Stomach,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Lecithasteridae,Aponurus,Aponurus_pyriformis,"(Linton, 1910) Overstreet, 1973",Adult,"Gómez del Prado, R. M. C. 1996. Aponurus pyriformis en tres especies de Paralabrax (Pisces: Serranidae) del Noroeste de México. Revista de Biología Tropical. 44(2): 949-950.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_managuensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-91.41111111,18.87361111,Mexico,Campeche,Laguna El Milagro,1,26.4,1315,1,1,Mangroves,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Eleotridae,Dormitator,Dormitator_maculatus,"(Bloch, 1792)",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_mexicoensis,"Pinacho, Sereno & García, 2014",Adult,"Pinacho-Pinacho, C. D., A. L. Sereno-Uribe, G. Pérez-Ponce de León & M. García-Varela. 2015. Checklist of the species of Neoechinorhynchus (Acanthocephala: Neoechinorhynchidae) in fishes and turtles in Middle-America, and their delimitation based on sequences of the 28S rDNA. Zootaxa. 3985: 98-116.",
-91.49527778,18.47972222,Mexico,Campeche,Ciénaga de la Laguna de Términos,0,26.4,1507,1,1,Mangroves,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Vidal-Martínez, V. M. & C. Kennedy. 2000. Potential interactions between the intestinal helminths of the cichlid fish Cichlasoma synspilum from Southeastern Mexico. Journal of Parasitology. 84(6): 691-695.",
-90.44861111,19.51444444,Mexico,Campeche,Hool,42,26,1341,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_meeki,"Brind, 1918",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Pinacho-Pinacho, C. D., A. L. Sereno-Uribe, G. Pérez-Ponce de León & M. García-Varela. 2015. Checklist of the species of Neoechinorhynchus (Acanthocephala: Neoechinorhynchidae) in fishes and turtles in Middle-America, and their delimitation based on sequences of the 28S rDNA. Zootaxa. 3985: 98-116.",
-90.66666667,19.35,Mexico,Campeche,Rio Champoton,9,25.8,1209,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Petenia,Petenia_splendida,"Günther, 1862",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Mayarhynchus,Mayarhynchus_karlae,"Pinacho, Hernández, Sereno, Pérez & García, 2017",Adult,"Pinacho-Pinacho, C. D., J. Hernández-Orts, A. L. Sereno-Uribe, G. Pérez-Ponce de León & M. García-Varela. 2017. Mayarhynchus karlae n. g., n. sp. (Acanthocephala: Neoechinorhynchidae), a parasite of cichlids (Perciformes: Cichlidae) in southeastern Mexico, with comments on the paraphyly of NeoechinorhynchusStiles & Hassall, 1905. Systematic Parasitology. 93: 351-365.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Mayarhynchus,Mayarhynchus_karlae,"Pinacho, Hernández, Sereno, Pérez & García, 2017",Adult,"Pinacho-Pinacho, C. D., J. Hernández-Orts, A. L. Sereno-Uribe, G. Pérez-Ponce de León & M. García-Varela. 2017. Mayarhynchus karlae n. g., n. sp. (Acanthocephala: Neoechinorhynchidae), a parasite of cichlids (Perciformes: Cichlidae) in southeastern Mexico, with comments on the paraphyly of NeoechinorhynchusStiles & Hassall, 1905. Systematic Parasitology. 93: 351-365.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Cincelichthys,Cincelichthys_pearsei,"(Hubbs, 1936)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Vidal-Martínez V. M. 1995. Processes structuring the helminth communities of native cichlid fishes from southern Mexico. PhD Thesis, Faculty of Science, University of Exeter, Exeter, United Kingdom: 164 pp.",
-90.66666667,19.35,Mexico,Campeche,Rio Champoton,9,25.8,1209,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Petenia,Petenia_splendida,"Günther, 1862",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Octospiniferoides,Octospiniferoides_chandleri,"Bullock, 1957",Adult,"García-Prieto, L., M. García-Varela, B. Mendoza-Garfias & G. Pérez-Ponce de León. 2010. Checklist of the Acanthocephala in wildlife vertebrates of Mexico. Zootaxa. 2419: 1-50.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Vidal-Martínez V. M. 1995. Processes structuring the helminth communities of native cichlid fishes from southern Mexico. PhD Thesis, Faculty of Science, University of Exeter, Exeter, United Kingdom: 164 pp.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Cribroheros,Cribroheros_robertsoni,"(Regan, 1905)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G. 2013. Redescription of Neoechinorhynchus (Neoechinorhynchus) golvani Salgado-Maldonado, 1978 (Acanthocephala: Neoechinorhynchidae) and description of a new species from freshwater cichlids (Teleostei: Cichlidae) in Mexico. Parasitology Research. 112: 1891-1901.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_bifasciata,"(Steindachner, 1864)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G. 2013. Redescription of Neoechinorhynchus (Neoechinorhynchus) golvani Salgado-Maldonado, 1978 (Acanthocephala: Neoechinorhynchidae) and description of a new species from freshwater cichlids (Teleostei: Cichlidae) in Mexico. Parasitology Research. 112: 1891-1901.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G. 2013. Redescription of Neoechinorhynchus (Neoechinorhynchus) golvani Salgado-Maldonado, 1978 (Acanthocephala: Neoechinorhynchidae) and description of a new species from freshwater cichlids (Teleostei: Cichlidae) in Mexico. Parasitology Research. 112: 1891-1901.",
-90.66666667,19.35,Mexico,Campeche,Rio Champoton,9,25.8,1209,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_helleri,"(Steindachner, 1864)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G. 2013. Redescription of Neoechinorhynchus (Neoechinorhynchus) golvani Salgado-Maldonado, 1978 (Acanthocephala: Neoechinorhynchidae) and description of a new species from freshwater cichlids (Teleostei: Cichlidae) in Mexico. Parasitology Research. 112: 1891-1901.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G. 2013. Redescription of Neoechinorhynchus (Neoechinorhynchus) golvani Salgado-Maldonado, 1978 (Acanthocephala: Neoechinorhynchidae) and description of a new species from freshwater cichlids (Teleostei: Cichlidae) in Mexico. Parasitology Research. 112: 1891-1901.",
-92.11416667,18.15388889,Mexico,Campeche,Rio Palizada,-3,26.7,1943,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Cribroheros,Cribroheros_robertsoni,"(Regan, 1905)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Petenia,Petenia_splendida,"Günther, 1862",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-90.27416667,18.64361111,Mexico,Campeche,Laguna Silvituc,33,26,1160,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Theraps,Theraps_intermedius,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_golvani,"Salgado, 1978",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-90.71583333,19.36361111,Mexico,Campeche,Estuario Champoton,-1,25.7,1193,0,1,Mangroves,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Illiosentidae,Dollfusentis,Dollfusentis_chandleri,"Golvan, 1969",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-90.66666667,19.35,Mexico,Campeche,Rio Champoton,9,25.8,1209,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Arhythmacanthidae,Calakmulrhynchus,Calakmulrhynchus_amini,"(Salgado & Novelo, 2009) García & Andrade, 2021",Adult,"García-Varela, M. & L. Andrade-Gómez. 2021. First steps to understand the systematics of Echinorhynchidae Cobbold, 1876 (Acanthocephala), inferred through nuclear gene sequences. Parasitology International. 81: 102264.",
-90.66666667,19.35,Mexico,Campeche,Rio Champoton,9,25.8,1209,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Arhythmacanthidae,Calakmulrhynchus,Calakmulrhynchus_amini,"(Salgado & Novelo, 2009) García & Andrade, 2021",Adult,"Salgado-Maldonado, G. 2006. Checklist of helminth parasites of freshwater fishes from Mexico. Zootaxa 132: 1-357.",
-90.66666667,19.35,Mexico,Campeche,Rio Champoton,9,25.8,1209,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Arhythmacanthidae,Calakmulrhynchus,Calakmulrhynchus_amini,"(Salgado & Novelo, 2009) García & Andrade, 2021",Adult,"Salgado-Maldonado, G. & M. T. Novelo-Turcotte. 2009. Acanthocephalus amini n. sp. (Acanthocephala: Echinorhynchidae) from the freshwater fish Cichlasoma urophthalmus (Günther) (Cichlidae) in Mexico. Systematic Parasitology. 73: 193-198.",
-92.11416667,18.15388889,Mexico,Campeche,Rio Palizada,-3,26.7,1943,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Mesentery,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Hexaglandula,Hexaglandula_mutabilis,"(Rudolphi, 1819) Petrochenko, 1950",Larva,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-91.83,18.43361111,Mexico,Campeche,Laguna de Términos (El Viento),-6,26.5,1467,0,1,Mangroves,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Spleen,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Southwellina,Southwellina_hispida,"(van Cleave, 1925) Witenberg, 1932",Larva,"Vidal-Martínez, V. M., M. L. Aguirre-Macedo, T. Scholz, D. González-Solís & E. Mendoza-Franco. 2001. Atlas of the helminth parasites of cichlid fish of Mexico. Academia, Prague: 165 pp.",
